"date","total","acc_injured","injured","died","drunk","no_license","overspeed","pedestrians","crosswalk","report","temp.0","wind_direction.0","wind_speed.0","weather_code.0","cloudiness.0","visibility.0","humidity.0","pressure.0","temp.3","wind_direction.3","wind_speed.3","weather_code.3","cloudiness.3","visibility.3","humidity.3","pressure.3","temp.6","wind_direction.6","wind_speed.6","weather_code.6","cloudiness.6","visibility.6","humidity.6","pressure.6","temp.9","wind_direction.9","wind_speed.9","weather_code.9","cloudiness.9","visibility.9","humidity.9","pressure.9","temp.12","wind_direction.12","wind_speed.12","weather_code.12","cloudiness.12","visibility.12","humidity.12","pressure.12","temp.15","wind_direction.15","wind_speed.15","weather_code.15","cloudiness.15","visibility.15","humidity.15","pressure.15","temp.18","wind_direction.18","wind_speed.18","weather_code.18","cloudiness.18","visibility.18","humidity.18","pressure.18","temp.21","wind_direction.21","wind_speed.21","weather_code.21","cloudiness.21","visibility.21","humidity.21","pressure.21"
"2013-12-01",97,9,9,1,14,35,66,263,112,"За прошедшие сутки в городе Минске зарегистрировано 97 дорожно-транспортных происшествий, 9 ДТП с пострадавшими, в которых 9 человек получили ранения, 1 человек погиб. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 35 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 66 водителей. Привлечено к административной ответственности 263 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 112 водителей.",1.4,"SW","1","RA",9,8,97,1014,1.4,"W","1","RA",9,8,97,1013,1.2,"SW","1","CL",9,10,90,1012,2,"SW","3","CL",9,10,89,1010,2.3,"SW","4","RA",9,10,84,1005,2,"SW","4","RA",9,10,89,1002,2.5,"W","5","RA",9,10,93,1002,3.1,"W","3","CL",9,10,91,1003
"2013-12-02",56,4,4,0,10,22,90,230,100,"За прошедшие сутки в городе Минске зарегистрировано 56 дорожно-транспортных происшествий, 4 ДТП с пострадавшими, в которых 4 человека получили ранения. За прошедшие сутки в городе Минске задержано 10 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 90 водителей. Привлечено к административной ответственности 230 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 100 водителей.",2.6,"W","2","CL",9,10,86,1005,1.7,"W","4","CL",7,10,76,1008,-1.4,"NW","5","SHSN",9,2.8,96,1012,-2.4,"NW","5","BL",1,10,53,1019,-2.3,"NW","6","CL",3,10,51,1022,-3.2,"NW","2","CL",0,10,59,1026,-4.1,"NW","2","CL",0,10,59,1030,-5.1,"NW","1","CL",0,10,68,1032
"2013-12-03",150,3,2,1,10,28,60,283,90,"За прошедшие сутки в городе Минске зарегистрировано 150 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 2 человека получили ранения, 1 человек погиб. За прошедшие сутки в городе Минске задержано 10 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 28 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 60 водителей. Привлечено к административной ответственности 283 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 90 водителей.",-4.8,"NW","1","CL",0,10,71,1032,-3.4,"W","1","CL",7,10,88,1031,-2,"SW","2","CL",9,10,85,1030,-0.8,"SW","2","CL",9,10,83,1027,1.2,"W","2","CL",9,10,67,1024,1,"SW","1","CL",9,10,64,1023,0.2,"W","2","CL",0,10,68,1022,0,"W","1","CL",9,10,71,1020
"2013-12-04",115,2,2,0,4,22,136,346,120,"За прошедшие сутки в городе Минске зарегистрировано 115 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 4 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 136 водителей. Привлечено к административной ответственности 346 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 120 водителей.",-0.4,"W","1","SN",9,10,82,1019,-1,"W","1","SN",9,4.5,93,1017,-0.3,"SW","1","SN",9,8,92,1016,-0.2,"SW","1","BR",9,4.7,96,1014,0,"SW","1","BR",9,3.8,94,1011,0.2,"SW","2","SN",9,2.8,96,1008,0.5,"SW","2","SN",9,4.1,94,1006,0.4,"SW","2","SN",9,3.5,94,1004
"2013-12-05",119,1,1,0,8,20,63,322,120,"За прошедшие сутки в городе Минске зарегистрировано 119 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 8 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 63 водителя. Привлечено к административной ответственности 322 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 120 водителей.",0.7,"W","2","SN",9,10,94,1002,1,"W","1","SN",9,3.2,94,1003,0.5,"NW","2","CL",9,10,88,1006,1.2,"W","1","CL",9,10,88,1007,2,"NW","2","SN",9,10,87,1006,2,"W","1","CL",9,10,89,1005,1.7,"SW","2","CL",9,10,87,1004,1.1,"SW","4","CL",9,10,83,999
"2013-12-06",136,3,3,0,5,18,101,322,127,"За прошедшие сутки в городе Минске зарегистрировано 136 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили ранения. За прошедшие сутки в городе Минске задержано 5 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 101 водитель. Привлечено к административной ответственности 322 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 127 водителей.",0.2,"S","4","SN",9,10,90,994,-0.8,"S","4","SN",9,1.1,95,989,-0.5,"SW","2","SN",9,10,96,986,-0.2,"W","3","SN",9,10,89,985,-0.6,"SW","4","SN",9,4.6,79,984,-1.2,"SW","3","SN",9,5,91,983,-1.2,"SW","4","SN",9,1.6,95,981,-1.3,"SW","3","SN",9,8,90,980
"2013-12-07",152,2,2,0,14,17,69,261,128,"За прошедшие сутки в городе Минске зарегистрировано 152 дорожно-транспортных происшествия, 2 ДТП с пострадавшими, в которых 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 69 водителей. Привлечен к административной ответственности 261 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 128 водителей.",-1.1,"SW","3","SN",9,10,91,980,-0.8,"SW","2","SN",9,1.7,95,979,-0.6,"NW","2","CL",9,10,92,983,-0.9,"NW","4","SN",9,10,91,988,-0.7,"NW","3","CL",9,10,83,992,-1.8,"W","1","CL",9,10,81,996,-1,"W","1","SN",9,10,87,997,-0.9,"W","1","SN",9,8,95,998
"2013-12-08",69,2,2,0,11,18,73,277,80,"За прошедшие сутки в городе Минске зарегистрировано 69 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 73 водителя. Привлечено к административной ответственности 277 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 80 водителей.",-0.9,"W","2","SN",9,1.8,93,1000,-0.7,"NW","1","SN",9,4.2,89,1003,-1,"NW","1","CL",9,10,85,1007,-0.6,"NW","1","SN",9,7,89,1009,-1,"W","2","SN",9,10,85,1012,-1.5,"NW","2","SN",9,10,82,1014,-2,"W","1","SN",9,10,85,1015,-2.6,"W","2","SN",9,10,84,1014
"2013-12-09",43,0,0,0,15,20,99,275,109,"За прошедшие сутки в городе Минске зарегистрировано 43 дорожно-транспортных происшествия, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 15 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 99 водителей. Привлечено к административной ответственности 275 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 109 водителей.",-4.1,"SW","1","CL",9,10,87,1012,-5,"SE","1","SN",9,2.8,95,1009,-5,"E","1","SN",9,2.8,93,1007,-4.6,"NE","2","SN",9,2.6,93,1008,-3.3,"N","2","SN",9,7,90,1011,-4.4,"N","2","CL",9,10,86,1015,-7.7,"NW","2","CL",3,10,84,1019,-7.7,"NW","1","SN",9,10,87,1022
"2013-12-10",131,5,5,0,12,22,23,275,128,"За прошедшие сутки в городе Минске зарегистрировано 131 дорожно-транспортное происшествие, 5 ДТП с пострадавшими, в которых 5 человек получили ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 23 водителя. Привлечено к административной ответственности 275 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 128 водителей.",-7.4,"NW","1","SN",9,10,90,1026,-6.7,"N","1","CL",7,10,86,1029,-8.6,"NW","2","CL",9,10,86,1032,-9.8,"N","2","CL",0,10,81,1036,-9.6,"NW","1","CL",1,10,79,1037,-10.9,"","0","CL",1,10,85,1039,-9.4,"","0","CL",9,10,84,1038,-7.8,"SW","1","CL",9,10,81,1037
"2013-12-11",138,5,5,0,11,20,93,248,145,"За прошедшие сутки в городе Минске зарегистрировано 138 дорожно-транспортных происшествий, 5 ДТП с пострадавшими, в которых 5 человек получили ранения. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 93 водителя. Привлечено к административной ответственности 248 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 145 водителей.",-7.9,"SW","2","CL",9,10,87,1036,-7,"SW","3","SN",9,4.2,90,1032,-5.6,"SW","2","SN",9,4.2,95,1029,-3,"","0","FZ",9,4.3,97,1027,-0.9,"W","1","FZ",9,4.2,97,1026,0.1,"W","1","FZ",9,5,96,1026,0.8,"","0","DZ",9,8,96,1027,1,"","0","BR",9,8,96,1027
"2013-12-12",147,6,6,0,3,25,129,280,178,"За прошедшие сутки в городе Минске зарегистрировано 147 дорожно-транспортных происшествий, 6 ДТП с пострадавшими, в которых 6 человек получили ранения. За прошедшие сутки в городе Минске задержано 3 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 25 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 129 водителей. Привлечено к административной ответственности 280 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 178 водителей.",1.2,"W","1","BR",9,8,96,1026,1.3,"W","1","DZ",9,8,96,1026,1.4,"W","1","DZ",9,10,98,1026,2,"W","1","CL",9,10,97,1025,2,"W","1","CL",9,10,94,1024,1.8,"W","1","CL",9,10,97,1023,1.6,"W","2","CL",9,10,97,1022,1.5,"W","2","BR",9,6,98,1020
"2013-12-13",116,3,3,0,12,27,106,305,110,"За прошедшие сутки в городе Минске зарегистрировано 116 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 27 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 106 водителей. Привлечено к административной ответственности 305 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 110 водителей.",0.6,"W","2","CL",9,10,94,1019,0,"W","1","CL",7,10,92,1017,-0.5,"W","2","CL",7,10,88,1014,0.4,"W","2","BR",9,6,94,1014,1.5,"W","2","CL",9,10,90,1015,1.8,"W","1","CL",7,10,89,1015,1.8,"NW","2","CL",7,10,78,1017,-0.1,"NW","2","CL",3,10,78,1019
"2013-12-14",143,4,5,0,5,18,174,273,97,"За прошедшие сутки в городе Минске зарегистрировано 143 дорожно-транспортных происшествия, 4 ДТП с пострадавшими, в которых 5 человек получили ранения. За прошедшие сутки в городе Минске задержано 5 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 174 водителя. Привлечено к административной ответственности 273 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 97 водителей.",-2.1,"NW","1","CL",3,10,87,1021,-3.6,"NW","1","CL",0,10,92,1022,-4.4,"NW","1","CL",1,10,91,1024,-4.2,"NW","1","CL",6,10,93,1025,-1.9,"NW","1","CL",1,10,77,1025,-3.2,"","0","CL",7,10,85,1026,-3.7,"NW","1","CL",9,10,103,1027,-2.8,"","0","CL",9,10,86,1028
"2013-12-15",94,2,1,1,16,20,124,236,64,"За прошедшие сутки в городе Минске зарегистрировано 94 дорожно-транспортных происшествия, 2 ДТП с пострадавшими, в которых, 1 человек погиб, 1 получил ранения. За прошедшие сутки в городе Минске задержано 16 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 124 водителя. Привлечено к административной ответственности 236 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 64 водителя.",-2.9,"E","1","CL",9,10,86,1029,-3.5,"SE","1","CL",9,10,87,1028,-3.5,"S","2","CL",9,10,87,1029,-2.9,"S","1","CL",9,10,88,1029,-2.4,"S","2","SN",9,10,85,1028,-2.5,"S","2","CL",9,10,85,1028,-2.8,"S","2","CL",9,10,91,1028,-2.6,"S","2","BR",9,2.6,98,1028
"2013-12-16",60,3,2,1,19,17,135,285,95,"За прошедшие сутки в городе Минске зарегистрировано 60 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 1 человек погиб, 2 получили ранения. За прошедшие сутки в городе Минске задержано 19 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 135 водителей. Привлечено к административной ответственности 285 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 95 водителей.",-2.3,"S","1","BR",9,3.2,98,1028,-1.3,"SW","1","BR",9,2.2,96,1028,-0.4,"SW","1","SN",9,1.6,98,1028,0.7,"SW","1","BR",9,3.8,98,1029,1.5,"SW","1","DZ",9,3.4,97,1029,1.8,"SW","1","BR",9,4.8,97,1030,1.8,"SW","2","BR",9,8,97,1029,2.4,"SW","2","CL",9,10,91,1029
"2013-12-17",100,2,2,0,11,11,130,271,136,"За прошедшие сутки в городе Минске зарегистрировано 100 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 11 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 130 водителей. Привлечен к административной ответственности 271 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 136 водителей.",2,"SW","3","CL",9,10,92,1027,1.8,"SW","3","BR",9,7,94,1026,1.6,"SW","1","BR",9,6,97,1026,1.6,"SW","1","CL",9,10,90,1026,1.4,"SW","2","BR",9,8,90,1024,1.7,"SW","3","CL",7,10,85,1023,0.8,"SW","1","CL",7,10,88,1023,2.5,"SW","2","CL",9,10,75,1022
"2013-12-18",133,3,3,0,8,13,143,201,118,"За прошедшие сутки в городе Минске зарегистрировано 133 дорожно-транспортных происшествия, 3 ДТП с пострадавшими, в которых 3 человекa получили ранения. За прошедшие сутки в городе Минске задержано 8 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 13 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 143 водителя. Привлечен к административной ответственности 201 пешеход - нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 118 водителей.",2.8,"W","1","CL",9,10,82,1022,2.3,"NW","1","CL",9,10,91,1024,2.3,"","0","CL",9,10,93,1025,2.5,"","0","CL",9,10,87,1027,1.4,"","0","CL",9,10,88,1027,0.9,"","0","CL",9,10,92,1027,0.5,"","0","BR",9,8,98,1027,-0.2,"","0","BR",9,7,98,1027
"2013-12-19",150,4,4,0,8,27,116,318,152,"За прошедшие сутки в городе Минске зарегистрировано 150 дорожно-транспортных происшествий, 4 ДТП с пострадавшими, в которых 4 человекa получили ранения. За прошедшие сутки в городе Минске задержано 8 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 27 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 116 водителей. Привлечено к административной ответственности 318 пешеходов - нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 152 водителя.",-0.2,"S","1","BR",9,6,98,1026,-0.1,"S","1","BR",9,4.1,98,1024,0.2,"SE","2","SN",9,3,98,1023,0.4,"S","1","DZ",9,2.8,98,1023,0.8,"S","3","BR",9,3,98,1021,0.6,"SE","2","BR",9,4.6,96,1021,0.5,"S","2","CL",9,10,92,1020,0.2,"S","2","CL",9,10,90,1020
"2013-12-20",163,2,1,1,4,23,113,299,162,"За прошедшие сутки в городе Минске зарегистрировано 163 дорожно-транспортных происшествия, 2 ДТП с пострадавшими, в которых, 1 человек погиб, 1 получил ранения. За прошедшие сутки в городе Минске задержано 4 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 23 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 113 водителей. Привлечено к административной ответственности 299 пешеходов - нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 162 водителя.",-0.1,"S","2","CL",9,10,92,1021,-0.1,"S","3","CL",9,10,80,1021,-1,"S","3","CL",9,10,92,1022,-1.4,"S","2","BR",9,8,94,1023,-1.2,"SW","1","BR",9,7,96,1029,-0.8,"SW","2","BR",9,7,89,1025,-0.8,"SW","1","BR",9,6,92,1024,-0.7,"S","1","BR",9,3.8,94,1023
"2013-12-21",116,0,0,0,7,20,152,211,111,"За прошедшие сутки в городе Минске зарегистрировано 116 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 7 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 152 водителя. Привлечено к административной ответственности 211 пешеходов - нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 111 водителей.",-0.7,"","0","FZ",9,3.7,96,1021,-0.6,"","0","SN",9,1.6,98,1019,0.4,"W","1","SN",9,10,96,1019,1.2,"W","2","RA",9,10,94,1022,1.9,"W","1","CL",9,10,91,1024,2,"W","2","DZ",9,8,89,1025,1.6,"SW","2","CL",9,10,89,1025,1.8,"SW","2","CL",9,10,87,1024
"2013-12-22",96,0,0,0,11,9,95,202,61,"За прошедшие сутки в городе Минске зарегистрировано 96 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 9 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 95 водителей. Привлечено к административной ответственности 202 пешехода - нарушителя. За нарушение правил проезда пешеходных переходов привлечен к ответственности 61 водитель.",2,"SW","2","CL",9,10,87,1023,2.3,"W","2","CL",7,10,79,1022,1.3,"SW","2","CL",6,10,77,1022,1.6,"SW","2","CL",7,10,74,1021,2.1,"SW","2","CL",7,10,73,1019,1.8,"SW","2","CL",6,10,80,1018,1.6,"SW","1","CL",9,10,85,1018,1.8,"SW","1","RA",9,10,89,1017
"2013-12-23",57,0,0,0,19,19,187,222,69,"За прошедшие сутки в городе Минске зарегистрировано 57 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 19 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 187 водителей. Привлечено к административной ответственности 222 пешехода - нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 69 водителей.",2.3,"SW","1","CL",9,10,93,1016,2.7,"S","1","BR",9,8,93,1016,2.6,"SW","3","CL",9,10,89,1014,2.5,"SW","3","RA",9,7,91,1014,3.6,"SW","2","BR",9,9,88,1013,4,"SW","2","BR",9,8,95,1013,3.6,"NW","1","SHRA",6,10,86,1015,,,,,,,,
"2013-12-24",121,0,0,0,11,22,103,284,117,"За прошедшие сутки в городе Минске зарегистрировано 121 дорожно-транспортное происшествие, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 103 водителя. Привлечено к административной ответственности 284 пешехода - нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 117 водителей.",1.8,"W","1","CL",0,10,83,1019,0.1,"SW","1","CL",1,10,92,1020,-0.2,"SW","2","BR",9,2.8,98,1021,-0.2,"SW","3","BR",9,1.8,98,1021,2,"S","4","BR",9,8,91,1018,3.1,"S","4","CL",7,10,88,1017,3.4,"S","3","CL",7,10,86,1017,2.9,"S","3","CL",0,10,88,1016
"2013-12-25",148,5,6,0,6,22,103,215,80,"За прошедшие сутки в городе Минске зарегистрировано 148 дорожно-транспортных происшествий, 5 ДТП с пострадавшими, в которых 6 человек получили ранения. За прошедшие сутки в городе Минске задержано 6 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 103 водителя. Привлечено к административной ответственности 215 пешеходов - нарушитеей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 80 водителей.",2.1,"S","2","CL",1,10,91,1015,1.6,"S","2","CL",1,10,92,1015,0.6,"S","2","CL",1,10,94,1015,0.9,"SE","3","CL",7,10,94,1015,2,"S","3","CL",7,10,80,1014,-0.7,"S","5","CL",9,10,86,1014,0.4,"S","4","CL",9,10,87,1014,1.3,"S","3","CL",9,10,88,1013
"2013-12-26",95,1,1,0,12,22,125,195,43,"За прошедшие сутки в городе Минске зарегистрировано 95 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 125 водителей. Привлечено к административной ответственности 195 пешеходов - нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 43 водителя.",2.1,"S","4","CL",9,10,89,1013,2.3,"S","4","CL",9,10,91,1013,2.5,"S","3","CL",9,10,89,1013,2,"S","3","CL",9,10,94,1014,2.2,"S","4","CL",9,10,91,1013,2.6,"S","4","CL",9,10,91,1014,3.1,"S","4","CL",9,10,88,1014,3.6,"S","4","CL",9,10,88,1014
"2013-12-30",71,2,1,1,10,19,133,153,78,"За прошедшие сутки в городе Минске зарегистрировано 71 дорожно-транспортное происшествие, 2 ДТП с пострадавшими, в которых 1 человек получил ранения и 1 человек погиб. За прошедшие сутки в городе Минске задержано 10 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 133 водителя. Привлечено к административной ответственности 153 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 78 водителей.",5.3,"W","2","CL",9,10,89,1019,4.7,"W","2","CL",7,10,86,1021,3.3,"W","1","CL",9,10,86,1023,3.5,"W","2","CL",7,10,81,1025,3.9,"W","1","CL",7,10,82,1025,2.3,"W","1","CL",0,10,87,1027,2,"W","2","CL",0,10,85,1027,1.6,"W","1","CL",9,10,89,1029
"2013-12-31",176,1,1,0,10,18,91,117,46,"За прошедшие сутки в городе Минске зарегистрировано 176 дорожно-транспортных происшествий, 1 ДТП с пострадавшими, в которых 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 10 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 91 водитель. Привлечено к административной ответственности 117 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 46 водителей.",1.5,"","0","CL",9,10,90,1030,1.7,"","0","CL",9,10,90,1030,1.8,"","0","CL",9,10,92,1031,2.5,"SW","1","CL",9,10,82,1031,2.9,"SW","1","CL",9,10,69,1031,2.1,"SW","2","CL",9,10,69,1031,2.1,"SW","1","CL",9,10,66,1031,0.2,"S","3","CL",9,10,90,1031
"2014-01-01",94,0,0,0,12,13,73,64,24,"За прошедшие сутки в городе Минске зарегистрировано 94 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 13 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 73 водителя. Привлечено к административной ответственности 64 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 24 водителя.",-1,"S","3","CL",9,10,94,1030,-0.6,"SW","2","CL",9,10,86,1029,-1.3,"S","3","CL",9,10,92,1028,-1.7,"S","3","CL",9,10,92,1028,-1.6,"SW","2","CL",9,10,88,1027,-2.5,"SE","3","CL",9,10,94,1026,-2.3,"S","3","FZ",9,4.2,98,1026,-2,"S","2","SN",9,10,96,1025
"2014-01-02",15,0,0,0,26,5,44,14,3,"За прошедшие сутки в городе Минске зарегистрировано 15 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 26 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 5 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 44 водителя. Привлечено к административной ответственности 14 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 3 водителя.",-2.2,"SE","2","CL",9,10,96,1024,-2.1,"S","2","CL",9,10,96,1023,-1.9,"SE","3","CL",9,10,96,1012,-1.7,"S","2","CL",9,10,92,1022,-1.9,"S","2","CL",9,10,84,1021,-2,"SE","2","SN",9,10,91,1021,-1.7,"SE","1","SN",9,10,96,1020,-1.4,"S","2","BR",9,6,96,1020
"2014-01-03",63,0,0,0,22,19,73,66,8,"За прошедшие сутки в городе Минске зарегистрировано 63 дорожно-транспортных происшествия, ДТП с пострадавшими не зарегистрированы. За прошедшие сутки в городе Минске задержано 22 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 73 водителя. Привлечено к административной ответственности 66 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 8 водителей.",-1,"SE","3","BR",9,9,97,1020,-0.5,"S","2","CL",9,10,96,1019,-0.4,"SE","3","CL",9,10,94,1019,-0.1,"SE","2","BR",9,2.4,98,1019,0.3,"SE","3","SN",9,6,98,1018,0.4,"SE","2","RA",9,2.8,98,1018,0.7,"S","2","FG",,0.4,100,1018,1,"S","1","FG",,0.9,100,1018
