"date","total","acc_injured","injured","died","drunk","no_license","overspeed","pedestrians","crosswalk","report","temp.0","wind_direction.0","wind_speed.0","weather_code.0","cloudiness.0","visibility.0","humidity.0","pressure.0","temp.3","wind_direction.3","wind_speed.3","weather_code.3","cloudiness.3","visibility.3","humidity.3","pressure.3","temp.6","wind_direction.6","wind_speed.6","weather_code.6","cloudiness.6","visibility.6","humidity.6","pressure.6","temp.9","wind_direction.9","wind_speed.9","weather_code.9","cloudiness.9","visibility.9","humidity.9","pressure.9","temp.12","wind_direction.12","wind_speed.12","weather_code.12","cloudiness.12","visibility.12","humidity.12","pressure.12","temp.15","wind_direction.15","wind_speed.15","weather_code.15","cloudiness.15","visibility.15","humidity.15","pressure.15","temp.18","wind_direction.18","wind_speed.18","weather_code.18","cloudiness.18","visibility.18","humidity.18","pressure.18","temp.21","wind_direction.21","wind_speed.21","weather_code.21","cloudiness.21","visibility.21","humidity.21","pressure.21"
"2012-04-01",80,1,2,0,24,22,298,160,45,"За прошедшие сутки в городе Минске зарегистрировано 80 дорожно-транспортных происшествий, 1 ДТП с пострадавшими, в котором 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 24 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 4 водителя скрылись с мест ДТП, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 298 водителей. Привлечено к административной ответственности 160 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 45 водителей.",0.4,"N","2","SN",9,10,96,991,0.4,"NW","2","SN",9,10,94,993,0.3,"NW","2","SN",9,3.2,92,996,0,"N","3","CL",9,10,75,998,-0.2,"NW","3","CL",7,10,59,1000,0.2,"NW","2","CL",3,10,48,1001,-1.3,"","0","CL",1,10,52,1002,-1.6,"W","1","CL",0,10,61,1002
"2012-04-02",58,1,1,0,24,16,331,81,37,"За прошедшие сутки в городе Минске зарегистрировано 58 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил травмы. За прошедшие сутки в городе Минске задержано 24 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 11 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 331 водитель. Привлечен к административной ответственности 81 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 37 водителей.",-1.9,"SW","2","CL",3,10,69,1000,-1.5,"S","4","CL",9,10,72,995,-2,"S","4","SN",9,0.8,96,990,0.6,"SW","3","SN",9,10,87,988,1.8,"NW","4","CL",7,10,57,993,1,"W","4","CL",7,10,61,996,-0.2,"W","2","CL",6,10,57,1000,-1.4,"W","2","CL",0,10,60,1002
"2012-04-03",293,0,0,0,14,12,104,63,24,"За прошедшие сутки в городе Минске зарегистрировано 293 дорожно-транспортных происшествия,  ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 11 водителей скрылись с мест ДТП, 12 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 104 водителя. Привлечено к административной ответственности 63 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 24 водителя.",-2.3,"W","2","CL",0,10,64,1004,-2.6,"W","2","CL",0,10,63,1005,-0.8,"W","2","CL",0,10,64,1007,2.7,"SW","3","CL",3,10,52,1009,3.2,"W","2","CL",3,10,51,1011,4.4,"W","1","CL",6,10,44,1012,1.5,"SW","1","CL",1,10,56,1014,-2.2,"","0","CL",0,10,77,1016
"2012-04-04",98,1,1,1,9,15,289,97,73,"За прошедшие сутки в городе Минске зарегистрировано 98 дорожно-транспортных происшествий, 1 ДТП с пострадавшими, в котором 1 человек получил травмы и 1 погиб. За прошедшие сутки в городе Минске задержано 9 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 14 водителей скрылись с мест ДТП, 15 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 289 водителей. Привлечено к административной ответственности 97 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 73 водителя.",-1.6,"","0","CL",7,10,81,1016,-0.1,"","0","HL",7,10,76,1016,1.6,"SE","1","CL",9,10,63,1016,5.4,"SE","2","CL",9,10,56,1014,8.1,"SE","2","RA",9,10,54,1011,5.1,"E","3","RA",9,7,88,1009,2.1,"NE","3","SHRA",9,3.8,91,1008,1.1,"N","3","CL",9,10,92,1008
"2012-04-05",94,1,1,0,17,13,169,187,140,"За прошедшие сутки в городе Минске зарегистрировано 94 дорожно-транспортных происшествия, 1 ДТП с пострадавшим, в котором 1 человек получил травмы. За прошедшие сутки в городе Минске задержано 17 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 9 водителей скрылись с мест ДТП, 13 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 169 водителей. Привлечено к административной ответственности 187 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 140 водителей.",0.7,"NW","2","CL",9,10,92,1009,0.3,"NW","2","CL",9,10,90,1011,0.3,"NE","2","CL",9,10,90,1014,0.9,"NE","2","CL",9,10,81,1016,0.8,"NW","2","CL",9,10,84,1017,1.4,"NW","2","CL",9,10,81,1018,-0.5,"","0","CL",1,10,88,1019,-2.7,"","0","CL",0,10,96,1019
"2012-04-06",85,1,0,1,13,15,211,159,127,"За прошедшие сутки в городе Минске зарегистрировано 85 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек погиб. За прошедшие сутки в городе Минске задержано 13 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 15 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 211 водителей. Привлечено к административной ответственности 159 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 127 водителей.",-3.6,"","0","BR",0,8,94,1019,-3.9,"","0","BR",9,6,96,1018,-1,"SE","1","CL",9,10,89,1017,-0.4,"SE","2","CL",9,10,74,1015,1.3,"SE","2","CL",9,10,72,1013,2,"SE","2","CL",9,10,76,1010,0.5,"SE","1","SHSN",9,6,90,1009,0.1,"","0","SN",9,4.2,94,1007
"2012-04-07",83,0,0,0,15,20,205,195,174,"За прошедшие сутки в городе Минске зарегистрировано 83 дорожно-транспортных происшествия,  ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 15 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 205 водителей. Привлечено к административной ответственности 195 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 174 водителя.",0,"","0","SHSN",9,3,96,1004,0.1,"","0","SN",9,8,94,1002,0.5,"","0","SN",9,6,90,1001,1.8,"","0","RA",9,10,91,999,3.3,"S","1","CL",9,10,86,998,3.8,"S","1","BR",9,8,88,997,3.1,"SW","1","CL",9,10,86,998,0.6,"","0","BR",7,6,92,997
"2012-04-08",81,0,0,0,26,27,241,157,94,"За прошедшие сутки в городе Минске зарегистрировано 81 дорожно-транспортное происшествие,  ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 26 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 7 водителей скрылись с мест ДТП, 27 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 241 водитель. Привлечено к административной ответственности 157 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 94 водителя.",2.5,"S","1","BR",9,8,93,996,2.8,"SW","1","BR",9,7,90,996,2.9,"SW","2","RA",9,6,89,996,4.7,"SW","3","CL",7,10,64,997,6.5,"W","3","CL",7,10,42,998,5.9,"NW","1","CL",9,10,51,999,2.6,"NW","2","CL",9,10,68,1002,1,"NW","1","CL",1,10,81,1003
"2012-04-09",46,0,0,0,21,16,233,106,56,"За прошедшие сутки в городе Минске зарегистрировано 46 дорожно-транспортных происшествий,  ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержан 21 водитель, управлявший транспортными средствами в состоянии алкогольного опьянения, 6 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 233 водителя. Привлечено к административной ответственности 106 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 56 водителей.",1.4,"NW","2","CL",9,10,85,1004,1.1,"NW","3","CL",9,10,88,1004,0.1,"N","3","CL",9,10,73,1006,0.5,"N","3","CL",9,10,65,1007,0.5,"N","2","CL",9,10,65,1008,1.8,"N","2","CL",3,10,56,1009,1.5,"N","1","CL",0,10,55,1011,-1.2,"N","1","CL",0,10,64,1012
"2012-04-10",67,2,2,0,22,13,208,175,102,"За прошедшие сутки в городе Минске зарегистрировано 67 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 22 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 10 водителей скрылись с мест ДТП, 13 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 208 водителей. Привлечено к административной ответственности 175 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 102 водителя.",-3.4,"NW","1","CL",0,10,76,1014,-5.2,"","0","CL",0,10,85,1015,1.1,"NE","1","CL",0,10,56,1015,3.9,"N","2","CL",0,10,31,1015,5.9,"NE","3","CL",0,10,29,1014,6.6,"NE","2","CL",0,10,29,1013,3.4,"E","1","CL",0,10,45,1014,0.9,"SE","1","CL",0,10,62,1014
"2012-04-11",110,3,3,0,12,23,173,127,120,"За прошедшие сутки в городе Минске зарегистрировано 110 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили травмы. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 11 водителей скрылись с мест ДТП, 23 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 173 водителя. Привлечено к административной ответственности 127 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 120 водителей.",-1.1,"","0","CL",0,10,88,1014,-2.2,"","0","CL",0,10,91,1013,2.3,"","0","CL",0,10,75,1012,6.9,"SE","3","CL",1,10,47,1011,9.2,"SE","2","CL",0,10,42,1010,10.2,"SE","3","CL",3,10,43,1008,6.2,"SE","3","CL",0,10,69,1009,3.3,"E","2","CL",0,10,83,1010
"2012-04-12",109,1,1,0,10,31,156,175,112,"За прошедшие сутки в городе Минске зарегистрировано 109 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получили травмы. За прошедшие сутки в городе Минске задержано 10 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 14 водителей скрылись с мест ДТП, 31 водитель не имел права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 156 водителей. Привлечено к административной ответственности 175 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 112 водителей.",1.4,"","0","CL",0,10,90,1009,-0.1,"","0","BR",0,6,94,1008,2.2,"SE","1","BR",1,9,89,1008,11.7,"SE","3","CL",0,10,47,1006,15.5,"S","3","CL",1,10,36,1004,15.5,"S","3","CL",1,10,35,1003,11.7,"SE","1","CL",1,10,49,1004,9.9,"S","3","CL",6,10,48,1004
"2012-04-13",97,1,1,0,8,23,222,162,144,"За прошедшие сутки в городе Минске зарегистрировано 97 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получили травмы. За прошедшие сутки в городе Минске задержано 8 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 8 водителей скрылись с мест ДТП, 23 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 222 водителя. Привлечено к административной ответственности 162 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 144 водителя.",8.1,"SE","2","CL",7,10,57,1004,7.4,"SE","1","CL",7,10,62,1003,9.1,"SE","2","CL",7,10,60,1003,14.2,"S","2","CL",7,10,48,1002,15,"S","2","CL",9,10,40,1001,11.2,"SW","1","RA",9,10,65,1002,9.6,"SW","1","CL",9,10,83,1002,9.2,"SW","1","RA",9,10,88,1003
"2012-04-14",97,3,2,1,14,27,187,204,161,"За прошедшие сутки в городе Минске зарегистрировано 97 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 1 человек погиб и 2 получили травмы. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 7 водителей скрылись с мест ДТП, 27 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 187 водителей. Привлечено к административной ответственности 204 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечен к ответственности 161 водитель.",7,"W","1","RA",9,8,90,1004,5.3,"NW","1","CL",1,10,84,1006,7.2,"W","1","CL",1,10,71,1007,11,"SW","1","CL",9,10,54,1008,13.2,"E","1","CL",9,10,46,1008,13.8,"S","1","CL",9,10,41,1007,11.2,"","0","CL",3,10,54,1008,7.7,"","0","CL",0,10,65,1009
"2012-04-15",63,1,1,0,24,22,220,95,62,"За прошедшие сутки в городе Минске зарегистрировано 63 дорожно-транспортных происшествия, 1 ДТП с пострадавшим, в котором 1 человек получил травмы. За прошедшие сутки в городе Минске задержано 24 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 9 водителей скрылись с мест ДТП, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 220 водителей. Привлечено к административной ответственности 95 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 62 водителя.",5.8,"","0","CL",0,10,80,1009,4.8,"E","1","CL",7,10,84,1010,8.4,"","3","CL",7,10,72,1009,14.1,"NE","4","CL",3,10,51,1008,17.2,"NE","5","CL",7,10,44,1006,15.2,"NE","4","CL",9,10,53,1005,12.1,"E","4","RA",9,10,75,1005,10.6,"E","4","SHRA",9,10,89,1004
"2012-04-16",57,1,1,0,31,16,202,40,26,"За прошедшие сутки в городе Минске зарегистрировано 57 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил травмы. За прошедшие сутки в городе Минске задержан 31 водитель, управлявший транспортными средствами в состоянии алкогольного опьянения, 10 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 202 водителя. Привлечено к административной ответственности 40 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 26 водителей.",10,"E","4","SHRA",9,6,94,1002,9.7,"E","1","RA",9,6,95,1000,10.7,"SE","2","RA",9,6,97,1000,11.9,"SE","3","RA",9,10,88,999,11.7,"SE","3","SHRA",9,8,94,998,11.9,"SE","3","SHRA",9,3.8,95,997,11.7,"S","2","CL",9,10,96,999,10.8,"SW","2","RA",9,10,91,1000
"2012-04-17",107,2,2,0,12,14,113,150,137,"За прошедшие сутки в городе Минске зарегистрировано 107 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 12 водителей, управлявший транспортными средствами в состоянии алкогольного опьянения, 12 водителей скрылись с мест ДТП, 14 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 113 водителей. Привлечено к административной ответственности 150 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 137 водителей.",8.7,"SW","3","CL",9,10,85,1001,6.6,"W","2","RA",9,10,89,1002,4.9,"W","2","RA",9,10,84,1005,5.9,"NW","2","CL",9,10,80,1007,8.5,"W","2","CL",7,10,64,1008,9.7,"W","2","CL",7,10,48,1008,7.4,"NW","1","CL",6,10,59,1009,5.5,"NW","1","CL",9,10,55,1010
"2012-04-18",113,2,2,0,21,18,133,180,144,"За прошедшие сутки в городе Минске зарегистрировано 113 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержан 21 водитель, управлявший транспортными средствами в состоянии алкогольного опьянения, 17 водителей скрылись с мест ДТП, 18 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 133 водителя. Привлечено к административной ответственности 180 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 144 водителя.",3.9,"","0","CL",9,10,59,1010,2.8,"N","1","CL",3,10,66,1011,6.2,"NE","2","CL",3,10,54,1011,8.9,"E","1","CL",1,10,49,1010,10.2,"E","2","CL",1,10,35,1009,11.3,"NE","2","CL",1,10,36,1007,9.6,"NE","1","CL",9,10,41,1007,7.4,"NE","2","CL",9,10,45,1008
"2012-04-19",95,0,0,0,15,16,161,163,109,"За прошедшие сутки в городе Минске зарегистрировано 95 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 15 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 19 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 161 водитель. Привлечено к административной ответственности 163 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 109 водителей.",5.9,"E","2","CL",9,10,51,1007,5.4,"E","2","CL",9,10,53,1007,5.8,"E","3","RA",9,10,77,1006,7.5,"E","3","RA",9,10,91,1006,8.6,"NE","4","RA",9,9,92,1003,9,"E","3","RA",9,8,89,1002,9.2,"E","4","SHRA",9,8,95,1000,10.1,"SE","3","SHRA",9,6,96,998
"2012-04-20",131,4,4,0,12,14,69,189,120,"За прошедшие сутки в городе Минске зарегистрировано 131 дорожно-транспортное происшествие, 4 ДТП с пострадавшими, в которых 4 человека получили травмы различной степени тяжести.  За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 7 водителей скрылись с мест ДТП, 14 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 69 водителей. Привлечено к административной ответственности 189 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 120 водителей.",10.9,"SE","3","RA",9,4.8,96,998,11.4,"SE","3","SHRA",9,6,98,996,11.9,"SE","2","RA",9,10,91,996,13,"S","2","CL",9,10,79,997,12.3,"SW","3","CL",9,10,83,998,12.9,"SW","2","CL",9,10,73,999,11.2,"SW","2","CL",3,10,75,1002,9.1,"","0","CL",1,10,87,1003
"2012-04-21",128,3,3,0,16,23,120,172,173,"За прошедшие сутки в городе Минске зарегистрировано 128 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили травмы различной степени тяжести.  За прошедшие сутки в городе Минске задержано 16 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 12 водителей скрылись с мест ДТП, 23 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 120 водителей. Привлечено к административной ответственности 172 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 173 водителя.",7.1,"","0","CL",7,10,95,1005,6.9,"","0","CL",3,10,97,1005,11.3,"E","1","CL",1,10,83,1006,16.1,"SE","2","CL",9,10,49,1006,15,"SE","3","CL",9,10,63,1007,15.5,"SE","2","CL",7,10,63,1005,13.2,"E","1","CL",7,10,80,1006,11.2,"E","1","CL",7,10,89,1006
"2012-04-22",76,0,0,0,28,29,206,103,83,"За прошедшие сутки в городе Минске зарегистрировано 76 дорожно-транспортных происшествий,  ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 28 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 10 водителей скрылись с мест ДТП, 29 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 206 водителей. Привлечено к административной ответственности 103 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 83 водителя.",10.4,"NE","1","RA",9,10,92,1005,9.8,"E","1","SHRA",9,9,95,1004,10.1,"","0","RA",9,9,96,1004,11.3,"E","2","RA",9,10,91,1004,14.2,"S","1","CL",7,10,75,1003,13.7,"SW","1","CL",9,10,69,1003,11,"SW","1","CL",6,10,92,1004,11,"W","1","CL",9,10,89,1005
"2012-04-23",38,2,2,0,24,17,242,151,57,"За прошедшие сутки в городе Минске зарегистрировано 38 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 24 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 10 водителей скрылись с мест ДТП, 17 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 242 водителя. Привлечен к административной ответственности 151 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 57 водителей.",10.2,"W","1","CL",9,10,91,1006,8.4,"SW","1","CL",7,10,96,1006,11,"SW","1","CL",7,10,80,1007,15.6,"S","2","CL",6,10,57,1007,16.1,"S","2","SHRA",7,10,44,1006,17.1,"SE","2","CL",7,10,42,1005,11.8,"","0","SHRA",7,10,78,1007,10.8,"SW","2","CL",9,10,86,1007
"2012-04-24",39,2,2,0,20,20,299,185,95,"За прошедшие сутки в городе Минске зарегистрировано 39 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 20 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 7 водителей скрылись с мест ДТП, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 299 водителей. Привлечено к административной ответственности 185 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 95 водителей.",7.7,"SW","1","CL",7,10,86,1008,6.7,"SW","1","CL",9,10,81,1009,7.3,"SW","1","CL",9,10,75,1010,11.7,"SW","1","CL",3,10,55,1011,13.3,"SW","1","CL",9,10,45,1011,12.9,"SE","1","CL",7,10,48,1011,10,"SE","2","CL",3,10,61,1012,7.3,"","0","CL",1,10,75,1012
"2012-04-25",34,0,0,0,20,21,239,155,100,"За прошедшие сутки в городе Минске зарегистрировано 34 дорожно-транспортных происшествия, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 20 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 4 водителя скрылись с мест ДТП, 21 водитель не имел права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 239 водителей. Привлечено к административной ответственности 155 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 100 водителей.",6.4,"","0","CL",7,10,82,1011,7.1,"NE","1","CL",3,10,79,1010,9.8,"SE","2","CL",3,10,79,1010,12.9,"SE","2","CL",7,10,77,1010,16.1,"SE","2","SHRA",7,10,70,1009,19,"SE","3","CL",7,10,46,1007,12.5,"","0","TS",9,10,94,1010,11.6,"E","1","CL",9,10,96,1010
"2012-04-26",115,3,3,0,16,16,112,183,128,"За прошедшие сутки в городе Минске зарегистрировано 115 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили травмы. За прошедшие сутки в городе Минске задержано 16 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 16 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 112 водителей. Привлечено к административной ответственности 183 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 128 водителей.",11,"NW","1","SHRA",9,6,95,1011,8.7,"N","1","SHRA",9,8,94,1013,10.6,"NW","1","CL",1,10,87,1015,14.7,"NW","2","CL",7,10,57,1017,16.9,"NW","1","CL",7,10,49,1018,17.5,"W","2","CL",1,10,42,1018,15.1,"SW","1","CL",1,10,53,1019,10.7,"SE","1","CL",0,10,78,1020
"2012-04-27",141,4,4,0,18,12,119,191,111,"За прошедшие сутки в городе Минске зарегистрировано 141 дорожно-транспортное происшествие, 4 ДТП с пострадавшими, в которых 4 человека получили травмы. За прошедшие сутки в городе Минске задержано 18 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 9 водителей скрылись с мест ДТП, 12 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 119 водителей. Привлечен к административной ответственности 191 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности 111 водителей.",8.4,"","0","CL",0,10,86,1021,7.4,"SE","1","CL",3,10,88,1021,14,"S","2","CL",3,10,59,1022,20.3,"SW","3","CL",3,10,43,1021,22.4,"SW","2","CL",6,10,36,1020,22.4,"SW","2","CL",1,10,40,1020,20.3,"","0","CL",0,10,49,1020,14.2,"","0","CL",0,10,72,1021
"2012-04-28",111,2,2,0,14,20,90,245,100,"За прошедшие сутки в городе Минске зарегистрировано 111 дорожно-транспортных происшествий, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 14 водителей скрылись с мест ДТП, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 90 водителей. Привлечено к административной ответственности 245 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 100 водителей.",11.9,"","0","CL",0,10,84,1022,10,"","0","CL",1,10,90,1023,18.3,"","0","CL",0,10,58,1023,24.2,"S","1","CL",0,10,41,1023,26.2,"SW","1","CL",1,10,33,1022,26.2,"SW","3","CL",1,10,34,1021,23.2,"S","1","CL",3,10,43,1021,17,"","0","CL",0,10,68,1022
"2012-04-29",102,2,2,0,23,12,146,233,83,"За прошедшие сутки в городе Минске зарегистрировано 102 дорожно-транспортных происшествия, 2 ДТП с пострадавшими, в которых 2 человека получили травмы. За прошедшие сутки в городе Минске задержано 23 водителя, управлявших транспортными средствами в состоянии алкогольного опьянения, 14 водителей скрылись с мест ДТП, 12 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 146 водителей. Привлечено к административной ответственности 233 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 83 водителя.",14.8,"","0","CL",0,10,76,1021,13.8,"","0","CL",1,10,73,1020,19.8,"S","2","CL",1,10,55,1018,25.4,"SW","3","CL",0,10,36,1016,28.1,"SW","2","CL",1,10,33,1014,27.9,"W","2","CL",7,10,29,1013,24.6,"SW","1","CL",3,10,38,1012,18.4,"","0","CL",6,10,63,1013
"2012-04-30",55,3,5,2,16,16,226,210,62,"За прошедшие сутки в городе Минске зарегистрировано 55 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 2 человека погибли и 5 получили травмы различной степени тяжести. За прошедшие сутки в городе Минске задержано 16 водителей, управлявших транспортными средствами в состоянии алкогольного опьянения, 8 водителей скрылись с мест ДТП, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 226 водителей. Привлечено к административной ответственности 210 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 62 водителя.",15,"","0","CL",1,10,79,1013,11.9,"NE","2","CL",3,10,76,1015,12.3,"NE","3","CL",9,10,69,1017,16.1,"NE","3","CL",9,10,62,1018,18.4,"E","3","CL",9,10,57,1018,20.2,"SE","2","CL",6,10,53,1017,17.1,"SE","1","CL",0,10,62,1017,14.1,"SE","1","CL",0,10,71,1017
